text,label,label_text
 aww lovely hope you had a great mothers day our little mother hen  did you get in contact with sharn,2,positive
gosh its anoher cloudy day  wish they would go away or rain,0,negative
_confidential i tried to use spinelli to turn him on to gh but it didnt really work,0,negative
_music im always blunt with my feelings never seems to do any good,0,negative
omg at hollie that was well sad to watch  see simon can be well nice when he wants to be lol,0,negative
ugh i wanna play dnd but i know im going to fail this final i need to study,0,negative
 cool looking forward san francisco was really nice didnt make it out to napa though  maybe next time,2,positive
aww happy mothers day,2,positive
  i hope theyr all wrong we need him,0,negative
 got chili beans on my shirt  i hate that i can be a messy eater such a lady,0,negative
 i lurveeeeee you,2,positive
im feeling better now that i have something in my tummy,2,positive
just woke up gonna have a shower and go to nans for mothers day lunch happy mothers day,2,positive
 nice now gimmeh some nice stuff,2,positive
 i will take lots of pics it is really pretty there lots of palm trees,2,positive
i know i shouldnt be saying this but  itim  as hell  httptwurlnlqcjc,0,negative
 oh that makes sense well you are officially my first  from a celebrity,2,positive
little brothers being funny  congrats on the engagement httptinyurlcomcvnw,2,positive
 yeah i m so happy for them that they should moved on and out there partying i m so happy,2,positive
 to be fair she was asking about mktg cds etc but i suggested more and she never even emailed back,0,negative
im determined to slarm around my house and eat egg sandwiches and smoke a few bowls sounds like a splendid evening to me,2,positive
new word of the day whoore lure yes a new word for cologne thanks mike harding,2,positive
 soooo jelous of you right now,0,negative
sometimes games are cruel because theyre not real like last night when i won  on wheel of fortune,0,negative
this is sooo crazy i have fever,0,negative
 amhzz did u get an invite i miss u,0,negative
was outside playing ball with dogs now all hot and sweaty,0,negative
twitter will not upload my icon picture  it hates me eff this ill upload it later,0,negative
scotts the only guy for me   good night,2,positive
 i didnt like the new terminator movie man,0,negative
 i hate it,0,negative
almost dere  really tired eyes r really dry,0,negative
up earlier because of a stupid orthadontist appointment,0,negative
 she fell into deep crack in the glacier  so terrible,0,negative
ugh i cant breathe right today,0,negative
left the inn  now im at school dang its straight up dead here hannah,0,negative
just got my  kicked in tripoly lol  i got such bad cards i suck,0,negative
missing someonee,0,negative
oh i think i didnt do well on my photo editing for db  sorry ,0,negative
 if you keep trying youll get it right the last time,2,positive
happy mothers day mummy  i love you xo,2,positive
another loser  i have lost the game more times today than any other day in history  lost httptinyurlcomqacdv  ,0,negative
 yeah that doesnt sound very good,0,negative
just starting my daya long friday,0,negative
nursing sore back today,0,negative
_megan_ same like the kisses on nights when she wasnt up for eviction they were very badly edited,0,negative
 ha totally go for it youre a journalism major so its a perfect fit,2,positive
just want to wish everyond a happy mothers day hope its a great one,2,positive
 it is sooo hard truck and fish please,0,negative
_rockett i know and he laughed at the stupid womens rights joke wth glad we have the same humor,2,positive
just cross cause im stuck twiddling my thumbs now ugh,0,negative
 thanks for the recommendation  i was not following am now,2,positive
photo thatï½s what you call hope  httptumblrcomxwwphh,2,positive
at this point im gonna be left here with only tommy he is no prize,0,negative
going to a garden centre today should be funn  currently drinking egyptian spice tea and watching hollyoaks,2,positive
 well i did put in a good inningssweared at the brother in lawwas in fine form,2,positive
 thanks for the headsup re tour just booked  tickets for the palace on th june,2,positive
star wars day may the th be with you,2,positive
 i appreciate the effort my skin is much softer than your screen,2,positive
had a blast babe thanks joe   i love everyone tylerhappy birthday,2,positive
waaaaaaaa they kicked us out of the bank getting it until monday  omg chilito,0,negative
listening to the simply awesome ratatat on a bank holiday monday before a bbq later  httpbitlygjqsh,2,positive
baseball games whoo hooo  when to banquet yesterday at the hyhtt sooo fun,2,positive
feel crappy today,0,negative
happy star wars day everyone,2,positive
i have the worst stuffy nose ever laurens spending the night and i took too much sudafed,0,negative
httpwwwbodybuildingcomfunrichardchanhtm omfg this dude looks well ard he puts me to shame,0,negative
my sunburn hurts,0,negative
is missing her best friend  commme back kayla going out in a little while,0,negative
 well thats even worse cuz when it gets hurt everyone is in pain but poor stephen has a smushed twitter now,0,negative
 you suck,0,negative
oops spent too much already lol  quid gone,0,negative
 tshwane wants double rates but try and phone to get service  endless loop fail,0,negative
 i couldnt respond cuz i maxed out,0,negative
duckraces in the bath dont quite work  especially if you have no ducks only a polar beara seal  a whale,0,negative
just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling,0,negative
just had an orgasmic sandwich,2,positive
so glad its friday only  week of schol left  im glad its almost summer though,2,positive
is very hungover,0,negative
 or nudge the partner good birthday christmas i just want to buy you something gift,2,positive
off to nanaimo day missing my son already and i havent even left yet,0,negative
i dont know how to quit youbrokeback mountain,0,negative
  i hope you have a nice sleep,2,positive
 good to see you havent lost your sense of humour  get well soon,2,positive
i just stuck my finger down my throat and there are a bunch of bumps on my tongue  throat,0,negative
 you ipod for freezing when i need you most,0,negative
 oh noo i cant see it,0,negative
 dont make me smite you and yeah  yeah it really does no cuties for me,0,negative
 wolverine is awesome love it your such a great actor,2,positive
im so hungry,0,negative
had a great night,2,positive
i just wanna say happy mothers day to all the mommys out there,2,positive
 thats awesome man  i should of sent you an affiliate link  lol oh well,2,positive
will deplurk gah need to concentrate on jap visit my httpjynxedpandacom site if you have time  heh httpplurkcomprrly,0,negative
 lol it went okay as far as i can tell  but then i had to do a test today for geo and i was all zoned out and got like ,2,positive
 dammit no one tweet from september noodles is also taken,0,negative
  whaaaaaaaaaat  thas hot b    super nice,2,positive
also i hit my chin on something when i fell down and it hurts  ugh work is gonna suck,0,negative
just got to kansas city and excited for a fun weekend with my family my sis parker and josh,2,positive
just got home from a partyyyy had a good time cant wait for my birthday in  days,2,positive
great cant eve locate my phone there goes  down the drain,2,positive
i need a jb but i dread the fact that it will have to be retail this summer,0,negative
usatexas jaycees debate team rocked the house they now have the opportunity to represent us in tunsia africa go jaycees,2,positive
i hurt my foot in gym class,0,negative
 thanks got it will contact you if i am having troublesthanks,2,positive
 blah blah blah just kidding dude  ive never had anyone offer up their stem cells before haha,2,positive
 httptwitpiccomjbba  ohhh someone likes to play with their food heehee,2,positive
getting my new cellphone on wednesday the lg voyager its soo sweet i cant wait that long though,2,positive
 httptwitpiccomqo  but a brown snake bit my duck named elvis  anyway ahaha elvis is soo cutee and so is nicho ,2,positive
 looool chips and ketchup ya waili alaiiik lets have some fish fingers  im not too sure about baked beans though,0,negative
 good to know im not alone in my confusion,2,positive
gahh my freaking lip ring is going to be the death of me it never cooraperates with me and im over it now jack haha,0,negative
_yst so u are very burnt  sorry back or front burnt,0,negative
_ritz alrighty thnx  good night,2,positive
i havent ben on here n a while  sorry but im bac now so hit me hup,0,negative
 i have a weird subconscience i wonder who will i dream next,0,negative
back from cycling  miles on virtually traffic free roadsthe sun almost shiningnew pb great start to the day,2,positive
_thomas ahhhh probably willnot good  u been dubai before,0,negative
_perth awesomelove top gearwhos your favouritegot to admit i have a soft spot for captain slow,2,positive
mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,2,positive
i wish people would leave jon  kate alone  i really like that show,2,positive
i dont think i have ever laughed so hard,2,positive
finishing the video  me its so long,0,negative
is bored at home,0,negative
 oh no oprah jumped in front again,0,negative
 i know  i think im like dieing,0,negative
bank holiday brunch  with all the fixins  absolutely fantastic,2,positive
tonights snl does not dissapoint lol,0,negative
i just woke up my teeth really hurt from my rubber bands,0,negative
hates being sat around alone on a friday night big sad old loser,0,negative
 ah good glad to be useful,2,positive
wow serious hard time sleeping on a decongestant and its keeping me wide awake i just wanna sleep,0,negative
 im not feeling very inspired todayi was suppose to be  the bham concert tonight,0,negative
so tired after workbut i have kings bounty addon and a vampyre story for a evening  and xmen comixes is completely donloaded,0,negative
 was jus so excited t c ur name,2,positive
come on vancouver throwing stuff onto the ice i thought you canucks were supposed to be all polite and stuff,0,negative
what did i learn today never post anything youve sold on ebay using royal mail they lose it i refund compos nowhere near  my bad,0,negative
still sick at home,0,negative
thanks so much to everyone who came out to speakeasy last night what a hit wonderful to see you all having fun june will be awesome,2,positive
_phelps hello michael  have a nice day,2,positive
home from work todayson is sick,0,negative
_c hahaha i agree im s glad aiden won tonights show and greg should have got the other place,2,positive
_club wished i could have been there last night sounds like it was rocking cant wait to see pix or vids,2,positive
apparently its starwars day today  i like this  shame i have revision though,0,negative
i cant sleep ughh n i have registration tomorrow at  this suxs   shooting star,0,negative
 happy mothers day to you beautiful,2,positive
 video a challenge when shot in notsoscenic conference room with no mic but thank you  loved your grant park house  dogs,2,positive
 its fun though,2,positive
updating to the latest version of adium now what a great app,2,positive
 i have been sick for like  days now,0,negative
bah a coworker ran into work late and her bag smacked into my knee  it really hurts now,0,negative
 thankyou,2,positive
haha im bored i think ill go watch a movie  bbl,0,negative
 dont worry man youll see me just as much this week as you did last week,2,positive
but worth it i spose,2,positive
 haha ya my friend and i are totally having a kick off party for the occasion,2,positive
 i love it tell me it didnt match my shirt perfectly can you just not move please what am i supposed to do without you,2,positive
i wish my blog was working properly  i have a great followfriday blog post i wanted to showcase,2,positive
 ooh yay its been forevs since last ss tv  baked dinner is so good how yummy i had prawns  ,2,positive
sad that school is over gonna miss all my friends and teachers,0,negative
  no fair i want a sticker but i just moved away from london,0,negative
 interesting i never get to etown however,2,positive
is going out for dinner just the two of us niceeeee,2,positive
i wish i lived closer to the girls  im tryna chill on a friday night     next weekeeend drink all day and night,2,positive
 i was thinking the swine markets are in decline but since we cant say that anymore,0,negative
 the bag looks stylish congrats,2,positive
well having looked at my bruvs exam timetable and french oral exam i feel very fortunate  now to erm digest my morning revision,2,positive
have to keep bumping the mouse so my computer doesnt go to sleep no internet access  no files to work on slowest friday eeeeevvveeerrrr,0,negative
 lol  when i went to buy my new laptop in feb i already knew lol but i looked anyway and walked away sadfaced ,0,negative
good morning everyone i hope you all have a great day  even though  it is monday keep on smiling,2,positive
is going home after an awesome time with the peeps,2,positive
 kbal i am sorry that you are feeling that way,0,negative
 i got ur back  baby much love to ya,2,positive
 praying you get better soon you sweet one  sorry your still not well,2,positive
i just fell going into my house not fun,0,negative
need a breakmy head hurts,0,negative
 no worries good news are good to spread,2,positive
needless to say i didnt stay to find cache,0,negative
 we cant come toniiiite  arggh i want to tho  have fun for uss well def see u morrow nite tho,2,positive
 its pretty perfect eh yes we cannabis  i saw some of those signs at the global marijuana march too,2,positive
hello everybody  im back on the job back from the children camp someone had to look after my sis pupils and totally exhausted,0,negative
if you followed us recently please dont be offended that we havent followed back we hit our limit   hopefully we will be free soon,2,positive
sulking at home while it rained was poor strategy  now im watching the sun shine from a desk in the robarts reference room,0,negative
sighs wheres my candy,0,negative
has a headaaaaaaaaaaaache,0,negative
 aww congrats to the family  send me piccies in the email,2,positive
oh please i wanted to complete an unfinished tweet and  tweets cropped up in between  and now my tweet looks dorky,0,negative
 lol i sed want to not ach dress up for no reason pleaseeeeeeeeeeeeee im bored  lol,0,negative
 correct i adore him i just plucked him up and put him under my arm cuz he was cryin  all better now hahaha,2,positive
httptwitpiccomyb ozzy back from the vet not feeling well he looks so sad    possible uti results tomorrow,0,negative
 hugs hugs hugs im glad youre feeling better,2,positive
listening to mcr watching dvds chocolate hehe  awesome,2,positive
dont really wanna go school on monday to be honest,0,negative
taco bell with the trampyesssssir,2,positive
i need some plugs for real my ears want to stretch and i have no money,0,negative
 thanks alot hope you can help spread the word and get people involved we are already making a real difference,2,positive
is going to forgo pub night with the wife tonight tough week for both of us and neither is really up for it plus our neighbor died,0,negative
lazy day in is awesome but i really should go out,2,positive
 majorspoilerscom has problems  cannot get the site working,0,negative
finally graduation no more school  im sick today,0,negative
 yeay haha thank you so much jiah,2,positive
 thanks daxx you too  god bless you brother,2,positive
 me too because monday is end of weekend but we cannot escape it so i wish you have a good week,2,positive
 i still havent figured out what to do with them sadly  so itll take some more research before i know whats what,0,negative
 httptwitpiccomjjlc  i love it if its pouring rain i still want to go,2,positive
  heheheheh lol i always figured hed send them your way if he got any dupes i felt bad not sending him stuff,0,negative
 yeah it made a great noise and tripped the house circuit breaker good times  worth of parts too,0,negative
stupid idiot who ran a stop sing and almost killed me and my car,0,negative
 not really d nice pic   no but could u imagine those   i thought so,2,positive
this weekend i started a healthy lifeestyle  not diet     lets see how it goes  will keep ya posted on my progress,2,positive
my attempts at writing tonight seem to be failing,0,negative
 sorryyy milerz that i cant vote i would love to vote but it doesnt works im sad  and very frustraded    __,0,negative
i had a great time at the surprise party we got him good,2,positive
i dont think our isp is too happy with us this weekend,2,positive
 im sorry youre having a bad day   i was just looking back through do i need to give someone a knuckle sandwich,0,negative
watching beauty  the beast  haha,2,positive
just chillin at home,2,positive
just found out my abuelo in aguadilla is not doing well,0,negative
my car is possessed and wont stop honking at me,0,negative
 i need horror to be lovecraftian actually not enough weird horror movies,0,negative
greg nooooo don leave me  u shud have gone throooooooooooooo im gonna find u restaurant dont worry lol  cry cry cry,0,negative
 ill take a lookie sound great,2,positive
 awwwww and the gorgeous photo from california you two make me melt,2,positive
hapee mothers day t all the mothers out there,2,positive
about to have lunch with _deakin meeting with the prof didnt go too badly,2,positive
  roflmao for the funny web portal  d,2,positive
if one people did any wrong the world blames all the people over there this is the great world which we are living in  ,0,negative
im so proud of dr house for detoxing  his amber hallucination is evil,2,positive
greeeeeeeeeeeat  this summer i have four classesif you know meu know why,2,positive
 lol yourock,2,positive
 youre not here i hope youre still resting  i dont want you to be stressed,2,positive
i hate waiting in lines,0,negative
night  not talking to my victor  im so bored at night now grrrr i hate this ,0,negative
bowling with cousins  awesome,2,positive
good night everybody i love u phillip xo,2,positive
 oooh sounds yummy  if you get a chance to take some pics  please add them to the website as we dont have many pies on there,2,positive
 i was i took your advice and it was most enjoyable  i am too small to be out alone or i wouldve just come over lol,2,positive
_y_yankees changed my default pic since youve been showing so much love,2,positive
i love how nice the weather is today and i am camping tonight oh and i hate my hair,2,positive
i must have just missed    i guess i scared   _tx off  sorry,0,negative
omg my head still hurts i need to get my comics today so i got to hurry  lol,0,negative
apple is also rotten in the center just my luck,0,negative
ahh members of the toasters and  playing with void union sick i missed  and we are the union,0,negative
 youre rightim  and  ive heard the song a time or two,2,positive
is being a horrible twitterer moved in to my houston apartment and awaiting work starting on monday real worldnow,0,negative
i cant sleep i dont deserve this  n you know it,0,negative
 my cousin is in jail for shoplifting and drugs she is  im upset please help me feel better,0,negative
i got a text from this guy who i dont like and who has the same name as the guy i do how disapointing,0,negative
 sorry to disappoint not a big nascar fan but im still an allaround decent redneck other than that,0,negative
i was screaming like a maniac  but the thing was u couldnt scream on the ride which sucked the fun out of everything so,0,negative
i think my wireless router is dieing,0,negative
 awww  omg garbo fake playing during one of the songs haha,0,negative
sigh stayed up late cause was on a role w assessment now im so tired my eyes r stinging  my head hurts  i still need  words,0,negative
our jazz band freakin kicked  good job team,2,positive
 hi bunny i recently have subcribed to your channel on youtube you make some great stuff kinda just wanted to say hi,2,positive
 well theres you another twiiter personermdifficult to say really   lets just say that you could fit all into a minibus,0,negative
sometimes it hurts that pets cant talk back to us what if they are in pain how would they tell us,0,negative
 i think thats pretty awesome i could quote lotrrotk for one summer but now i cant anymore,2,positive
  i dont think i like this roy williams who dissects frogs while still alive   you look like chachi from happy days,0,negative
 i want to chat with you in im some day,2,positive
firefly weekend on scifi channel  im a happy man,2,positive
 lol awww lol i will i cant do it now lol cauz i have to work  but i will make one and tell you love you  oxoxoteambreezy,2,positive
have a good day       httpblipfmyomt,2,positive
 heyahh i thought u wernt cumin to london till the th  i love you taylorr ,2,positive
_cass my throat hurts today  blahhh,0,negative
 i was sleep for all that and missed the fun hey dg  lets play another gammme brian,0,negative
listening to her stolen music just loved it cause its free,2,positive
happy sunday we have sunshine in frankfurt hope all mothers enjoy this day,2,positive
  and its only downhill from now until labor day,0,negative
been working lots of overtime this week only just realized i booked a half day tomorrow so this week will just break even,0,negative
sad that our neighbors just cut down all the trees around their house it looked so pretty before and they seemed healthy  tragic,0,negative
rip omar edwards  killed by friendly fire in nyc   httpbitlyjrmv,0,negative
home tonight was so much fun goodnight twitterbugs,2,positive
my head hurts because that air freshner is the most horriblel scent ever im super grossed out,0,negative
_nk wouldnt call that cool or dangerous reckon it fits into the stupid category,0,negative
 you wouldnt change your fans for the world tbh i dont think anyone would change mcfly for the world  yous are too amazing  x,2,positive
aaaaarrrrggghhh there is a huge spider in the towel pile cries glad kerbear isnt here  sorry mum cant bring the rest in,0,negative
chillin waitin for my hunny baby to get out of work  to get my drink on while finishin da song i have,2,positive
stupid sun i  actually have to work now,0,negative
i dont like the dentistthey make my gums hurt,0,negative
 good afternoon jonas brothers  x,2,positive
 cool that you liked germany and the awards i saw you on tv cause i couldnt come to the comet and see you live  xoxo,2,positive
 eeeeeeeeeeeeee i jealous sia i didnt get to seee,0,negative
f  star trekwhat a great sunday,2,positive
currently in costa coffee  im liking this place more and more were sat in the business lounge ooo were businessy today,2,positive
 the northern clemency  but i dont recommend it  too much description and not enough action too slow,0,negative
 thats awesome dude yay for surprise celebrities  i got to meet him a few years ago he was soooo friendly,2,positive
never give up on something you cant go a day without thinking about i like that quote,2,positive
 i dont use it but i heard that powershell is nice,2,positive
 am busy yesbut then always am hope you had a great time traveling  where did you go  welcome back,2,positive
 thanks i found the link httpbitlyuxofo   however i think you need to be a customer to download it,2,positive
 why do u feel  nerves i tripped over that plastic telescope at  am yesty i fell into the wall my head still hurts,0,negative
hurray for old friends with beer and lady friends,2,positive
 i wish i could work like you dude,2,positive
  you better come back soon ,2,positive
happy mothers day to all the moms love you mom,2,positive
who out there loves the soup i do i do,2,positive
gossip girl  pizza on the way  thank you to my lil babe,2,positive
is sad his new sb cds got nicked,0,negative
 walaikum assalam  alhamdulillah im in chicago the wend of may th are you there would be nice to meat duas,2,positive
 ps dead like me was awsome loved that show  missed the last  episodes tho ,2,positive
morning all something for the weekend and leftover dominos noiiiiice,2,positive
 i saw a piece of that movieloved it,2,positive
_hammond were on the way home from a night in london was lovely now working all weekend and monday  when the weathers nice x,2,positive
how did i give birth to a screamer i hate screaming children i guess i hate screaming children besides my own now,0,negative
 love dawn of the replicants love music monday,2,positive
feel so depressed that i couldnt save it thanks for nothing,0,negative
 haha you didnt see my macbook or my  imac in that pic so feel extra jealous lolll,0,negative
from seeing all my koreans buisnesses failing,0,negative
 if i can run by then i will join youmiss running,0,negative
ohh my tooth is hurts ohh  im sad it very hurts,0,negative
still trying to get better  had to get mommaz lovinheaded to her house ahhhhhh i so hate this feelin,0,negative
 yeah the tomato paste and oil is traditional on a sandwich eat it with some olives and maltese cheese  yum,2,positive
msning no school  shouldnt there be more bank holidays x,2,positive
 i have the best bestfriend in the whole world  my mothers day present  ambien klonopin and a quarter woohoo  smh,2,positive
hope everyone is okay especially americans who are affected by the fire or the swine fluhn  okay i should pray for them,2,positive
just got back from working out im feeling pretty good work at ,2,positive
rec gametrying not to crythe pain is to muchi need himcant lose him my heart is breakingg,0,negative
_ im so tired i think imma go to bed,0,negative
 im sorry darling im all over the place tonight i didnt mean to neglect you,0,negative
 ugh but they are so unattractive u might as well drink from a regular glass i really dont like them,0,negative
gooooonight twitter i hope im better tomorrow,2,positive
thank god for starbucks,2,positive
 that sounds like a good compromise,2,positive
_skies you got me singing falling in love now only im changing the week day to saturday doesnt quite fit,0,negative
_reviews thanks,2,positive
_fangirl wont let me watch since im in the states  boo,0,negative
i have twitter sooo im pretty  cool now,2,positive
what a bad day,0,negative
gnight twitterverse thanks for keeping me entertained,2,positive
 so nice to meet you too  is the best for bringing me along,2,positive
 im sorry to hear that,0,negative
oh as usual i should warn my new followers that i tend to overtweet during canucks games apologies in advance,0,negative
 i know thats why i recommend it,2,positive
feel like death  evil headache and need to pack and drive to parents bum,0,negative
 friends in ent industry have said it was really really good  hopefully i can convince my wife into a date night  hhrs,2,positive
earthlink says our modem is dead  they want me to buy a new one or sign up for a one year contract argh,0,negative
getting back my english minor exam soon dum dum dum duuuum me and margrete had a burping comp haha i won,2,positive
  im starting to feel depressed with this hurricane talk im on the front lines down here,0,negative
moms everywhere stop what you are doing and get a good night sleep for tomorrow its your childrens turn to pamper you  enjoy your day,2,positive
 youre in london wow im near there,2,positive
 aww  yeah i feel you i know its hard,0,negative
going off bc is making me break out,0,negative
i am sad today,0,negative
 my poor baby i think its allergies can i do amything about it bc hes been that way sence monday,0,negative
happy mothers day to my momthat lady is the coolest  i love u ma,2,positive
i  do not want to work tomorrow,0,negative
 yes you really should,2,positive
i found a rideyes liquor here i come,2,positive
im poorly and cant sleep,0,negative
 lol hell yes im keen were going skiing at treble cone sometime this winter,2,positive
has tummy pains  n woke stu up for a drink in the middle of the night i dont remember it,0,negative
is happy mothers day   taking mum out for dinner to one of my favourite restaurants down glenelg now,2,positive
such a fun night with bekah just talkin and stuff wuv her,2,positive
its friday night im home no party this weekend,0,negative
beautiful day and im working  leaving now so i can get some sun though,2,positive
lol exams i didnt go to mcast or other school i finished form  and thats it soo disappointed in myself,0,negative
tried oprahs free unfried kfc and loved it  i went back for another try and topped it with boba and wolverinechilled with popedaveben,2,positive
my computer dies soon   its so much virus on it but my virus scanner  cant find it s,0,negative
happy mothers day x mum i love you,2,positive
the usual two family parties today happy birthday lily  httptwitpiccomw,2,positive
might be in the middle of a perfect weekend,2,positive
i have no swine flu because of the temperature screening here i feel like a criminal with my cold,0,negative
 yeah it was great to be outside without rainsnow  cold air love the sunny days,2,positive
okay okay sleep for realz now goodnight  waves to followers,2,positive
 hey tom have your plans to make an concert in denmark this year  please reply ,2,positive
 thanks about the ponytail i dreamt last night that i shaved my head i guess its a bigger deal than i thought,2,positive
makeup  cute dress  im ready to go,2,positive
it gets worse every year and  will be the worst oh and  months today,0,negative
i hate midgets smfh had a dream i was fightin  ln in boston market turbull he kept head bunting me,0,negative
my girlfriend still likes sesame st and so do i,2,positive
i love the sunshine and the happiness it brings,2,positive
am i really hyperventilating over my hair  yes i most certainly am,0,negative
 nice,2,positive
gotta go now  im going to circus  the real circus not britneys tour  sadly ,0,negative
 thank you dearie  i just followed dome of them on there too,2,positive
 sorry about that,0,negative
 and itï½s ffa evil grin but iï½m so busy at work today i wonï½t get anything done,0,negative
 im depressed  i want to know you and kiss you all,0,negative
bad mood now,0,negative
the sun is not cool,0,negative
 hey never realized that you also get a twitter account  your guides are truly many times a lifesaver to me,2,positive
 omg im on a one year work permit going home end of juneim really gna miss it   canada,0,negative
watching w with jas i love my brother hes my best friend,2,positive
feel so out of the loop no twitter on my desktop and havent listened to  weekly or read engadget in ages,0,negative
i have a whole day planned for my mom today that i know she will love,2,positive
whats is up with me i am spilling everything,0,negative
happy mothers day to heidi klum,2,positive
 bahaha i loook like kung fu panda when i wake up in the morning,2,positive
watching season  episode  of house before bed what a great bedtime story,2,positive
driving fast is so much fun i went  in a  hahaha goodnight,2,positive
almost made it to reading comedy outlet headlining all weekend only took me  extra hours with traffic basically doubled my time,0,negative
 aww how cute youd love my bathroom  httptwitpiccomjez,2,positive
 haha hell ya id love to find some boys to toke with and thats a very sexy bike,2,positive
 haha thats awesome good job,2,positive
too much good food on this mothers day not that im complaining seafood durian puffs and macarons yum,2,positive
_rashid reeeaaaally why though  ew i hate stockings,0,negative
 sold so i hit cash and just took the tax out of my tips but then my drawer ended up being  dollars short  idk if its cause,0,negative
cant upload a picture i already hate twitter,0,negative
had a very interesting day yesterday wondering if today will be just as crazy hope not still diggin spartacus aka mikee,2,positive
 i cnt get it its goin to ur old messages   help,0,negative
i love that my boyfriends loves my mac n cheese he even took some to work with him,2,positive
 httptwitpiccomgoxn  yes  everybody love you im a german fan follow me ,2,positive
searching apartments in kaohsiung will go seeing the apartments on next tuesday havent found a good one with reasonable rent,0,negative
 hahayeahth of maylolim greeting in advance haha,2,positive
its hollie spelt with an ie not a y she made me cry on bgt tonight  gxx,0,negative
 cool i used to live  houses to the left of that place  always something going on p,2,positive
on my way to nottinghami so dont want to be going,0,negative
just started on here and i already see  and  are by far the biggest talkers er i mean tweeters,2,positive
man icant send love on bebo cuz im on skoo comps ugh thiss sucks,0,negative
just came back from my first city rooftop party  man even when youre next to the new yorker bldg it still gets pretty windy up there,2,positive
 i concur with  its priority on todays to do list  httptwittercomkaraswstatus,2,positive
starting to get sad,0,negative
i want to wish all the mommys a happy mothers day,2,positive
_peter lets smoke and watched dazed and confused thats a perfect pizza movie too,2,positive
getting a little mowing the grass in this evening  fun,2,positive
whooops wrong smiley its supposed to be  lol,0,negative
im glad i can make sumone smile,2,positive
 jet blue is okay i guess they cancel flights and dont have a lot of backup planes and no first class,0,negative
 yay for fullterm,2,positive
 dont worry you will have ava to distract you on the flight,2,positive
is  happy  cause  my  voice  is  back  ,2,positive
 oopstoo late  already popped in bridges since i missed most of it on tv   i  blair  jo too,0,negative
watching cavs game lebron james my newest love   pts for cavs  by lebron,2,positive
 yen lol but i can only get the vid on my phone and ipod cant find the song  lol,0,negative
its realy booooooring my book is on the side  im not studyin for sure,0,negative
im gettin ready for my trip back to ma  i dont wanna leave,0,negative
morning tweeple,2,positive
 faillllllllll  whenever ur freee then,0,negative
packing  i dont like it,0,negative
tgif i dont like  hour workdays  i need to stand up run around  a while too much sitting plus i have honest ade tea day yay,0,negative
 forward to starting teaching new students all about hypnosis will have plenty of laughs im sure,2,positive
now aches  chills have joined the party why couldnt the cold just go away it had to get worse,0,negative
 yeah that sounds more sensible thought you had a heston bleumenthal moment of genius somehow,2,positive
oh top gear uk how i love thee,2,positive
httpbitlypenql  ive added a new icon to the feedicon database  have some fun with it,2,positive
 that sucks  how old are you actually,0,negative
cant school just be done already it hurts too much seeing him every day,2,positive
_ listen to ftsk  they stop my bordum  haha how was your day finished crying about harold ha ,0,negative
 and if you want to leaveeeee i can guranteee you wont find nobody else like meeee,0,negative
you people have no idea how depressing it is being at a steakhouse and not being able to eat,0,negative
 smooches to you as well have a great day,2,positive
 have a awesome day at school,2,positive
 that is awesome  spent the day studyin chillin a lil b goin to bed its slowly gettin colder in paraguay winter is comin,2,positive
on my nd written  i get less ideas every day and every day,0,negative
 thanks for trying done just that and no good  if i cant fathom it ill take it to apple store sigh,2,positive
 lol i thought it was pretty funny too,2,positive
 i miss you too,0,negative
i feel like im on house arrest,0,negative
even though its only am on saturday morning it feels like the weekend is already over btw im awake because i had a bad dream,0,negative
went to a muslim marriage for the first time in my life came back with my stomach full of tasty briyani really like it very much,2,positive
 the balance is  unfortunately i havent been able to find a card that has a limit high enough to transfer the whole thing,0,negative
one load of washing put away and another load on amazing how the house doesnt look any better for all my efforts,0,negative
got the best mothers day present from tys it made me cry uncontrollably and it wasnt a present,2,positive
 that is amazing she will be happy with it enjoy your sunday  ,2,positive
 that drives me nuts,0,negative
 happy mothers day,2,positive
i absolutly love kill bill vol  i think lucy liu is sooo gorgeous,2,positive
went to the dmv todaysome things never change,0,negative
im with andrew  it was a long but fun day,2,positive
 good for you rachel  i have nowt,2,positive
 susan egan i love her and yeah it said i would have a pleasant trip,2,positive
yes finally fridaywhich tech means nothing to me since im currently unemployed,0,negative
im glad that i called him cause our relationship is clear now just happy to hear his voices eventhough hes absent from school,2,positive
 lmao i need a shopping partner today,2,positive
 here have fun with this httpbitlyplnm,2,positive
happy birthday to my ,2,positive
 oh im sorry for that how old was your grandpa,0,negative
 ive wondered about rake to  the client has made it clear net only dont force devs to learn a new lang  agile ccnet,0,negative
trying to wake up but is finding it very hard,0,negative
 i really hope so,2,positive
 heh coincidence im a barnsley fan too  howd you track me down o,2,positive
_thompson u may need this pilli think u are crazyhere take on of mine,0,negative
is not feelin well i feel sooooo weaki hate bein sick in the summer,0,negative
greg back in the top  this is why i love nascar,2,positive
_crazyangel gah   but gregg should have got the hot and talented vote dammit,0,negative
 compliment taken thanks key is to be yourself,2,positive
the sun is shining the sky is facking blue teletubbies i have to  work,0,negative
 ok good to know,2,positive
site of our first date  macris deli  closed  lunching at favorite local greek spot  the trojan horse  instead,2,positive
with sean s watching house of a thousand corpes,0,negative
finally get to lay down for a bit i have a major headache,0,negative
i miss rich,0,negative
